CustomerID,Gender,Age,SeniorCitizen,TenureMonths,MonthlyCharges,TotalCharges,ContractType,InternetService,PaymentMethod,SupportTickets,SatisfactionScore,Churn
CUST102214,Female,44,0,59,166,9786.78,One year,DSL,Bank Transfer,1,4,0
CUST102215,Male,50,0,56,106,5870.06,Month-to-month,Fiber,Cash,4,2,0
CUST102216,Female,38,0,44,39,1698.2,One year,DSL,Bank Transfer,1,1,0
CUST102217,Female,56,0,19,32,607.14,Two year,DSL,Bank Transfer,2,4,0
CUST102218,Male,48,0,16,96,1498.56,Month-to-month,Fiber,Bank Transfer,3,1,0
CUST102219,Female,55,0,70,62,4407.4,Month-to-month,DSL,Credit Card,1,5,0
CUST102220,Female,63,1,3,158,459.05,Month-to-month,None,Credit Card,1,3,0
CUST102221,Male,19,0,13,195,2523.84,Month-to-month,Fiber,UPI,1,3,0
CUST102222,Male,44,0,2,162,316.37,Month-to-month,Fiber,UPI,1,5,1
CUST102223,Male,53,0,57,164,9257.78,One year,None,Credit Card,2,3,0
CUST102224,Male,28,0,54,69,3744.86,Two year,DSL,Cash,2,3,0
CUST102225,Male,64,1,3,47,111.46,Month-to-month,Fiber,Cash,0,5,0
CUST102226,Female,35,0,23,23,407.0,Month-to-month,Fiber,Credit Card,3,2,0
CUST102227,Female,18,0,33,41,1278.04,One year,Fiber,UPI,4,3,0
CUST102228,Male,52,0,29,138,3999.41,Month-to-month,DSL,Cash,2,2,1
CUST102229,Male,52,0,18,120,2221.49,Two year,DSL,Bank Transfer,1,1,0
CUST102230,Female,48,0,30,58,1775.9,Two year,Fiber,Cash,0,1,0
CUST102231,Male,45,0,59,53,3154.77,Two year,Fiber,Cash,1,3,0
CUST102232,Female,56,0,59,116,6849.09,One year,DSL,Cash,5,1,1
CUST102233,Male,18,0,18,63,1153.12,Month-to-month,Fiber,UPI,1,5,0
CUST102234,Female,42,0,48,189,9076.92,Month-to-month,DSL,UPI,2,3,0
CUST102235,Female,60,1,62,59,3621.18,One year,Fiber,Credit Card,2,5,0
CUST102236,Male,55,0,21,116,2401.07,Two year,Fiber,Cash,1,2,0
CUST102237,Male,37,0,23,159,3657.75,Month-to-month,Fiber,UPI,3,4,0
CUST102238,Female,20,0,29,149,4282.82,Month-to-month,Fiber,UPI,3,4,0
CUST102239,Female,68,1,57,175,9890.79,Two year,DSL,Credit Card,3,3,0
CUST102240,Male,19,0,30,93,2820.0,Month-to-month,DSL,Bank Transfer,2,5,0
CUST102241,Male,35,0,63,105,6636.92,Month-to-month,DSL,Bank Transfer,5,4,1
CUST102242,Female,61,1,18,109,1876.71,Two year,Fiber,Cash,2,3,0
CUST102243,Female,27,0,47,86,3980.42,Month-to-month,DSL,Bank Transfer,1,4,0
CUST102244,Female,22,0,44,95,4196.86,Month-to-month,DSL,Credit Card,0,4,0
CUST102245,Male,26,0,54,111,5936.7,One year,Fiber,UPI,1,1,0
CUST102246,Male,19,0,54,29,1567.38,One year,Fiber,Bank Transfer,2,3,0
CUST102247,Male,51,0,17,105,1827.08,Month-to-month,Fiber,Cash,1,4,0
CUST102248,Male,55,0,62,121,7478.92,Month-to-month,Fiber,Cash,3,3,0
CUST102249,Male,48,0,46,127,5875.09,One year,DSL,UPI,0,1,0
CUST102250,Female,27,0,56,184,10278.73,Month-to-month,DSL,Cash,1,3,0
CUST102251,Female,67,1,44,110,4823.51,Month-to-month,Fiber,Credit Card,1,1,0
CUST102252,Male,29,0,32,98,3156.81,Month-to-month,DSL,Bank Transfer,1,4,0
CUST102253,Female,53,0,16,105,1713.62,One year,DSL,Cash,2,4,0
CUST102254,Female,71,1,69,126,8631.3,One year,Fiber,Bank Transfer,2,4,0
CUST102255,Female,38,0,3,187,495.07,One year,Fiber,UPI,1,1,0
CUST102256,Female,66,1,19,120,2203.75,One year,DSL,Bank Transfer,1,2,0
CUST102257,Female,64,1,46,127,5925.83,One year,DSL,Credit Card,1,1,0
CUST102258,Male,23,0,14,79,1084.23,Month-to-month,Fiber,UPI,1,1,0
CUST102259,Female,65,1,69,67,4588.06,Two year,DSL,Cash,1,5,0
CUST102260,Male,66,1,46,136,6270.61,Two year,DSL,UPI,4,4,0
CUST102261,Male,20,0,8,125,917.24,Month-to-month,Fiber,Bank Transfer,0,4,1
CUST102262,Female,27,0,15,166,2471.29,Month-to-month,DSL,Bank Transfer,1,5,0
CUST102263,Female,22,0,68,52,3536.36,One year,DSL,Bank Transfer,2,2,0
CUST102264,Female,63,1,60,63,3731.4,One year,Fiber,Bank Transfer,2,3,0
CUST102265,Female,43,0,9,184,1598.2,Month-to-month,Fiber,UPI,1,4,1
CUST102266,Male,38,0,49,131,6400.14,One year,Fiber,UPI,3,4,0
CUST102267,Female,62,1,2,108,191.47,One year,Fiber,Bank Transfer,1,1,0
CUST102268,Male,43,0,69,55,3769.04,Two year,Fiber,Cash,3,2,0
CUST102269,Male,55,0,50,100,4925.33,Month-to-month,Fiber,UPI,1,2,0
CUST102270,Female,61,1,18,107,1850.97,Month-to-month,Fiber,Credit Card,0,2,1
CUST102271,Male,43,0,41,168,6950.92,One year,Fiber,UPI,2,2,0
CUST102272,Male,25,0,34,149,5000.48,Two year,DSL,Credit Card,4,5,0
CUST102273,Male,22,0,45,50,2239.67,Month-to-month,Fiber,Cash,5,1,0
CUST102274,Female,32,0,25,127,3166.79,One year,None,Credit Card,2,5,0
CUST102275,Male,33,0,68,49,3308.0,Month-to-month,None,Credit Card,2,5,1
CUST102276,Female,18,0,63,191,12024.85,One year,DSL,Cash,0,3,0
CUST102277,Male,33,0,36,31,1098.19,Two year,None,Bank Transfer,0,1,0
CUST102278,Male,54,0,48,70,3339.24,One year,Fiber,UPI,3,2,0
CUST102279,Female,20,0,20,140,2852.67,Two year,DSL,Cash,3,1,0
CUST102280,Male,69,1,63,196,12300.33,One year,None,Credit Card,2,2,0
CUST102281,Female,64,1,4,171,652.22,Two year,Fiber,Bank Transfer,1,3,0
CUST102282,Male,48,0,69,171,11844.64,Month-to-month,Fiber,UPI,3,4,0
CUST102283,Male,30,0,3,158,444.49,Month-to-month,Fiber,Cash,2,5,1
CUST102284,Female,73,1,38,32,1193.58,Month-to-month,Fiber,UPI,3,3,0
CUST102285,Male,33,0,34,110,3709.83,Month-to-month,Fiber,Bank Transfer,1,5,0
CUST102286,Female,72,1,0,93,52.41,Month-to-month,None,UPI,3,2,1
CUST102287,Male,60,1,23,39,941.4,One year,None,Bank Transfer,4,2,0
CUST102288,Female,38,0,56,91,5036.7,Two year,DSL,Cash,2,3,0
CUST102289,Male,19,0,69,92,6418.68,One year,DSL,Bank Transfer,1,4,0
CUST102290,Female,71,1,40,90,3491.74,Month-to-month,DSL,Cash,1,4,1
CUST102291,Female,44,0,53,97,5057.24,Two year,Fiber,Bank Transfer,0,5,0
CUST102292,Female,55,0,45,47,2035.82,Month-to-month,Fiber,UPI,3,2,0
CUST102293,Male,43,0,59,149,8735.87,One year,None,Bank Transfer,5,2,0
CUST102294,Female,75,1,59,140,8238.4,Two year,Fiber,Bank Transfer,3,4,1
CUST102295,Male,55,0,56,62,3418.4,Two year,Fiber,UPI,0,2,0
CUST102296,Female,63,1,30,27,749.53,Month-to-month,Fiber,Credit Card,0,2,0
CUST102297,Female,42,0,23,32,759.1,Two year,DSL,Bank Transfer,3,3,0
CUST102298,Female,28,0,35,130,4531.78,One year,Fiber,Cash,2,4,0
CUST102299,Male,25,0,29,54,1602.67,Month-to-month,Fiber,Bank Transfer,0,4,0
CUST102300,Female,25,0,23,42,1009.09,Month-to-month,Fiber,Credit Card,1,1,0
CUST102301,Male,50,0,29,65,1889.78,Month-to-month,Fiber,Cash,1,4,0
CUST102302,Female,70,1,6,34,235.64,Month-to-month,Fiber,UPI,3,4,0
CUST102303,Female,24,0,34,149,5053.34,One year,DSL,UPI,5,1,0
CUST102304,Female,55,0,54,80,4254.53,Month-to-month,DSL,UPI,3,2,0
CUST102305,Male,38,0,13,134,1668.21,One year,Fiber,Cash,3,2,0
CUST102306,Female,25,0,9,83,646.66,One year,DSL,Bank Transfer,1,5,0
CUST102307,Male,68,1,15,71,1099.77,Two year,DSL,Cash,1,2,0
CUST102308,Female,71,1,53,183,9703.01,Month-to-month,DSL,Cash,2,4,0
CUST102309,Male,38,0,69,88,5920.33,Two year,DSL,Credit Card,1,5,0
CUST102310,Male,73,1,43,86,3726.42,Two year,Fiber,Cash,2,5,0
CUST102311,Female,37,0,72,194,13967.45,One year,Fiber,UPI,2,2,0
CUST102312,Female,25,0,44,102,4438.87,One year,Fiber,Cash,1,5,0
CUST102313,Male,75,1,55,21,1105.24,Month-to-month,Fiber,Credit Card,5,1,0
CUST102314,Male,63,1,56,191,10678.17,Two year,DSL,Cash,1,5,1
CUST102315,Male,48,0,20,97,1995.8,One year,DSL,Cash,1,3,0
CUST102316,Female,67,1,67,47,3147.26,Month-to-month,Fiber,UPI,4,1,0
CUST102317,Male,74,1,49,73,3537.37,Month-to-month,Fiber,Cash,1,4,0
CUST102318,Female,46,0,32,86,2859.37,One year,DSL,Bank Transfer,0,2,0
CUST102319,Female,65,1,6,183,1143.82,Month-to-month,Fiber,UPI,1,2,1
CUST102320,Male,26,0,69,121,8393.91,One year,DSL,Credit Card,3,3,0
CUST102321,Male,32,0,14,139,1994.35,Month-to-month,DSL,Credit Card,5,2,0
CUST102322,Male,47,0,31,172,5391.09,One year,DSL,Credit Card,5,4,0
CUST102323,Male,43,0,19,67,1294.03,One year,None,Cash,2,5,0
CUST102324,Male,27,0,14,186,2605.02,Two year,Fiber,Bank Transfer,4,2,0
CUST102325,Male,46,0,47,66,3107.34,One year,DSL,UPI,1,4,0
CUST102326,Male,71,1,70,40,2730.97,One year,Fiber,Bank Transfer,3,1,1
CUST102327,Female,33,0,20,177,3427.94,Two year,Fiber,Bank Transfer,3,4,1
CUST102328,Male,53,0,41,111,4586.47,One year,Fiber,Credit Card,2,3,0
CUST102329,Male,37,0,25,178,4541.0,Two year,DSL,Credit Card,2,4,0
CUST102330,Male,62,1,13,140,1801.09,Month-to-month,DSL,Bank Transfer,1,2,0
CUST102331,Female,71,1,56,135,7629.4,Two year,DSL,Bank Transfer,4,5,0
CUST102332,Female,54,0,36,173,6304.77,Month-to-month,Fiber,UPI,3,4,0
CUST102333,Male,39,0,57,169,9607.2,Two year,Fiber,Credit Card,1,3,0
CUST102334,Female,24,0,20,168,3420.46,Month-to-month,DSL,Credit Card,2,1,0
CUST102335,Male,40,0,68,20,1391.64,Month-to-month,Fiber,Cash,1,3,0
CUST102336,Male,58,0,2,184,351.75,Month-to-month,Fiber,Credit Card,1,1,1
CUST102337,Male,57,0,36,96,3482.59,Month-to-month,None,UPI,0,4,0
CUST102338,Female,46,0,48,104,5006.3,Month-to-month,Fiber,Cash,2,5,0
CUST102339,Female,33,0,18,65,1071.84,Month-to-month,Fiber,UPI,1,3,1
CUST102340,Female,55,0,11,156,1840.45,Two year,Fiber,Credit Card,1,5,0
CUST102341,Female,45,0,60,164,9786.3,Month-to-month,DSL,Credit Card,0,4,0
CUST102342,Female,65,1,40,66,2649.8,Month-to-month,DSL,Bank Transfer,1,5,0
CUST102343,Female,55,0,32,78,2587.72,One year,Fiber,Bank Transfer,0,5,0
CUST102344,Male,48,0,49,73,3563.39,Month-to-month,Fiber,UPI,3,3,0
CUST102345,Female,31,0,67,105,6997.9,Two year,Fiber,Cash,2,4,0
CUST102346,Male,70,1,70,31,2176.49,Month-to-month,Fiber,Credit Card,0,5,0
CUST102347,Female,50,0,32,25,782.71,One year,Fiber,Bank Transfer,1,1,0
CUST102348,Male,74,1,23,72,1717.19,Month-to-month,Fiber,Bank Transfer,2,2,0
CUST102349,Male,26,0,60,163,9738.19,Month-to-month,Fiber,Credit Card,2,1,1
CUST102350,Female,74,1,60,109,6511.4,One year,DSL,Credit Card,2,5,0
CUST102351,Male,44,0,27,24,643.58,Month-to-month,Fiber,Cash,5,4,0
CUST102352,Female,41,0,57,92,5179.57,Two year,None,Bank Transfer,3,1,0
CUST102353,Male,30,0,42,193,8078.43,Month-to-month,Fiber,Cash,3,4,0
CUST102354,Male,43,0,40,33,1292.85,Two year,Fiber,Cash,5,1,0
CUST102355,Female,46,0,38,191,7194.62,Two year,Fiber,Credit Card,1,4,0
CUST102356,Male,68,1,48,125,5968.98,Month-to-month,DSL,Cash,0,5,0
CUST102357,Male,66,1,16,71,1172.98,Two year,DSL,Credit Card,0,3,0
CUST102358,Male,60,1,69,135,9214.95,Month-to-month,Fiber,UPI,6,1,0
CUST102359,Female,45,0,69,45,3155.73,One year,Fiber,Cash,1,4,0
CUST102360,Male,45,0,64,72,4581.78,One year,Fiber,Bank Transfer,1,1,0
CUST102361,Male,25,0,4,128,528.35,Month-to-month,None,Bank Transfer,2,4,1
CUST102362,Female,40,0,1,48,98.12,Month-to-month,DSL,UPI,2,4,0
CUST102363,Male,46,0,21,38,751.03,One year,DSL,UPI,2,3,0
CUST102364,Male,22,0,56,66,3718.5,Two year,Fiber,Cash,3,4,0
CUST102365,Female,59,0,65,155,10009.54,Two year,None,Bank Transfer,3,1,0
CUST102366,Male,24,0,15,42,560.11,One year,Fiber,Bank Transfer,1,5,0
CUST102367,Male,59,0,50,136,6787.71,Month-to-month,Fiber,Credit Card,1,2,0
CUST102368,Female,53,0,38,125,4741.99,Two year,Fiber,Credit Card,3,4,0
CUST102369,Female,58,0,39,182,7146.23,Two year,Fiber,Bank Transfer,1,2,0
CUST102370,Female,44,0,37,72,2590.25,Month-to-month,DSL,Credit Card,1,5,0
CUST102371,Male,75,1,59,115,6814.52,Month-to-month,DSL,Credit Card,2,2,0
CUST102372,Male,63,1,58,24,1371.15,Two year,DSL,Credit Card,4,4,1
CUST102373,Male,19,0,9,35,307.92,Two year,DSL,UPI,2,1,0
CUST102374,Male,42,0,63,36,2160.72,Month-to-month,DSL,Bank Transfer,0,3,1
CUST102375,Male,26,0,62,179,11086.39,Two year,Fiber,Bank Transfer,4,4,1
CUST102376,Male,70,1,48,121,5844.77,Month-to-month,DSL,Bank Transfer,4,4,0
CUST102377,Male,44,0,63,199,12520.92,Two year,DSL,Credit Card,2,3,0
CUST102378,Male,18,0,31,39,1189.81,Month-to-month,Fiber,Cash,1,3,0
CUST102379,Male,40,0,6,131,877.59,Month-to-month,DSL,Cash,6,3,1
CUST102380,Male,27,0,20,139,2776.5,Month-to-month,DSL,Credit Card,3,3,0
CUST102381,Female,59,0,19,130,2379.78,Two year,None,UPI,0,3,0
CUST102382,Male,69,1,25,20,420.17,Month-to-month,DSL,UPI,2,4,0
CUST102383,Female,42,0,67,77,5231.49,Two year,DSL,Bank Transfer,2,2,0
CUST102384,Male,71,1,14,112,1541.68,Month-to-month,DSL,Cash,2,1,0
CUST102385,Female,20,0,13,191,2522.28,One year,Fiber,UPI,3,4,0
CUST102386,Female,23,0,26,25,629.96,Month-to-month,Fiber,Cash,3,5,0
CUST102387,Female,75,1,39,127,4971.83,Month-to-month,DSL,Cash,1,4,0
CUST102388,Male,23,0,57,122,6930.37,Month-to-month,Fiber,UPI,3,4,0
CUST102389,Male,70,1,27,69,1854.85,Month-to-month,DSL,Credit Card,1,2,1
CUST102390,Female,19,0,25,137,3446.82,One year,Fiber,Bank Transfer,3,3,0
CUST102391,Male,75,1,62,129,7934.24,Month-to-month,Fiber,Bank Transfer,1,5,0
CUST102392,Female,75,1,65,107,6968.52,Month-to-month,DSL,UPI,0,2,0
CUST102393,Male,35,0,24,39,944.6,Month-to-month,Fiber,Credit Card,3,1,0
CUST102394,Female,40,0,2,33,-12.02,Month-to-month,Fiber,UPI,1,5,0
CUST102395,Female,19,0,71,152,10925.26,Month-to-month,None,UPI,5,5,0
CUST102396,Female,29,0,43,188,8065.18,Month-to-month,None,Cash,0,2,1
CUST102397,Female,39,0,41,59,2365.62,One year,Fiber,Cash,3,5,1
CUST102398,Female,54,0,5,53,338.51,Month-to-month,Fiber,Bank Transfer,3,4,0
CUST102399,Male,37,0,38,143,5370.87,One year,Fiber,Cash,2,4,0
CUST102400,Male,56,0,51,64,3232.75,Month-to-month,Fiber,Cash,2,3,0
CUST102401,Female,41,0,22,99,2185.02,Month-to-month,Fiber,Credit Card,2,2,0
CUST102402,Male,65,1,49,90,4379.95,Two year,Fiber,UPI,2,4,1
CUST102403,Male,37,0,42,174,7334.18,Two year,Fiber,UPI,1,5,0
CUST102404,Female,18,0,18,97,1773.08,Month-to-month,None,Credit Card,1,5,0
CUST102405,Male,18,0,68,97,6556.73,Month-to-month,DSL,Cash,4,4,1
CUST102406,Male,34,0,50,191,9623.34,Month-to-month,DSL,Cash,0,2,0
CUST102407,Female,18,0,10,52,504.44,Two year,None,UPI,4,2,0
CUST102408,Male,70,1,11,52,581.96,One year,Fiber,Bank Transfer,3,1,0
CUST102409,Female,69,1,7,63,421.46,Two year,None,UPI,1,2,0
CUST102410,Female,62,1,23,39,874.7,Month-to-month,Fiber,Bank Transfer,1,4,0
CUST102411,Male,47,0,40,130,5196.39,One year,Fiber,Cash,4,1,0
CUST102412,Female,58,0,35,183,6497.31,One year,DSL,Bank Transfer,4,5,0
CUST102413,Male,64,1,71,26,1866.94,One year,DSL,Bank Transfer,2,4,0
CUST102414,Female,20,0,54,179,9613.3,Month-to-month,Fiber,Bank Transfer,0,3,0
CUST102415,Female,63,1,8,186,1491.95,One year,Fiber,Bank Transfer,0,3,0
CUST102416,Female,72,1,46,43,1949.9,Two year,Fiber,Bank Transfer,0,2,0
CUST102417,Female,28,0,14,89,1294.54,Two year,Fiber,UPI,1,1,0
CUST102418,Male,41,0,47,131,6151.39,Month-to-month,Fiber,Credit Card,0,1,0
CUST102419,Male,39,0,41,123,4971.88,One year,Fiber,Cash,1,5,1
CUST102420,Male,61,1,59,73,4327.34,Two year,None,UPI,3,2,0
CUST102421,Male,62,1,69,57,3891.5,Month-to-month,DSL,Credit Card,1,1,0
CUST102422,Male,43,0,11,93,1043.16,Month-to-month,DSL,UPI,3,4,0
CUST102423,Male,30,0,1,99,146.83,Month-to-month,Fiber,Credit Card,2,5,1
CUST102424,Female,18,0,6,51,291.71,Month-to-month,DSL,UPI,4,1,0
CUST102425,Male,41,0,2,64,119.92,Two year,None,Cash,5,3,0
CUST102426,Male,27,0,2,80,168.53,Month-to-month,DSL,Cash,1,3,0
CUST102427,Male,52,0,26,72,1838.88,One year,None,Bank Transfer,2,1,1
CUST102428,Male,41,0,39,147,5737.49,Month-to-month,None,Credit Card,0,3,0
CUST102429,Male,45,0,32,198,6346.42,Month-to-month,DSL,UPI,2,4,0
CUST102430,Male,53,0,0,95,-44.34,Two year,Fiber,Bank Transfer,0,5,0
CUST102431,Male,33,0,7,46,381.9,One year,Fiber,UPI,2,4,1
CUST102432,Male,57,0,31,185,5648.95,Month-to-month,Fiber,Cash,2,3,0
CUST102433,Female,33,0,47,81,3847.37,Two year,DSL,Cash,0,1,0
CUST102434,Male,34,0,3,37,179.97,Month-to-month,None,Credit Card,3,1,0
CUST102435,Female,68,1,69,146,10113.45,Month-to-month,Fiber,UPI,2,5,0
CUST102436,Male,71,1,18,128,2251.12,One year,Fiber,UPI,1,3,0
CUST102437,Male,32,0,31,122,3825.25,Month-to-month,Fiber,Bank Transfer,3,3,0
CUST102438,Male,33,0,8,96,873.21,One year,Fiber,Cash,0,3,0
CUST102439,Male,32,0,11,136,1487.0,One year,DSL,Bank Transfer,4,2,0
CUST102440,Male,74,1,10,123,1229.97,Month-to-month,DSL,Bank Transfer,1,1,1
CUST102441,Male,51,0,45,177,8003.55,One year,Fiber,Credit Card,0,3,0
CUST102442,Male,28,0,15,68,976.37,Month-to-month,Fiber,Bank Transfer,5,5,1
CUST102443,Male,18,0,0,188,-76.7,One year,DSL,Credit Card,5,2,1
CUST102444,Female,32,0,62,135,8391.06,Month-to-month,None,Cash,2,3,0
CUST102445,Female,43,0,20,160,3201.83,Two year,Fiber,Bank Transfer,1,1,0
CUST102446,Female,68,1,29,181,5197.18,Two year,DSL,Bank Transfer,1,2,0
CUST102447,Male,21,0,12,119,1447.26,Month-to-month,DSL,Bank Transfer,0,4,0
CUST102448,Male,60,1,33,144,4734.56,Two year,None,Bank Transfer,2,5,0
CUST102449,Male,22,0,3,44,150.78,One year,DSL,Cash,2,1,0
CUST102450,Female,52,0,27,147,3978.43,One year,DSL,Credit Card,1,4,1
CUST102451,Female,30,0,58,119,6908.72,Two year,DSL,Cash,1,1,0
CUST102452,Male,27,0,26,165,4289.29,Month-to-month,None,Credit Card,2,5,0
CUST102453,Female,28,0,68,24,1544.33,Month-to-month,Fiber,Credit Card,2,3,1
CUST102454,Female,35,0,24,38,836.84,Month-to-month,DSL,Bank Transfer,0,4,0
CUST102455,Male,51,0,2,189,467.87,Month-to-month,DSL,Bank Transfer,0,4,1
CUST102456,Female,56,0,67,37,2548.22,Month-to-month,Fiber,Bank Transfer,1,2,0
CUST102457,Female,58,0,24,140,3346.14,Month-to-month,DSL,Credit Card,1,3,0
CUST102458,Male,59,0,19,51,990.45,Month-to-month,Fiber,UPI,1,5,0
CUST102459,Female,67,1,33,168,5460.48,One year,Fiber,UPI,1,2,0
CUST102460,Male,40,0,25,29,650.66,Month-to-month,Fiber,UPI,2,4,0
CUST102461,Male,24,0,4,56,76.63,Month-to-month,DSL,Cash,4,1,0
CUST102462,Female,56,0,60,196,11706.04,Month-to-month,Fiber,Credit Card,1,5,0
CUST102463,Male,20,0,8,105,807.49,One year,DSL,UPI,2,2,1
CUST102464,Female,29,0,49,32,1603.35,Two year,Fiber,Credit Card,4,3,0
CUST102465,Female,24,0,5,164,808.34,Month-to-month,Fiber,Credit Card,1,1,0
CUST102466,Male,66,1,59,28,1665.29,One year,DSL,Cash,3,2,0
CUST102467,Female,43,0,43,107,4582.5,Two year,DSL,Bank Transfer,0,5,1
CUST102468,Male,50,0,10,191,1903.26,Two year,Fiber,Bank Transfer,1,1,0
CUST102469,Female,54,0,65,65,4206.74,One year,DSL,Cash,3,2,0
CUST102470,Male,65,1,46,155,7142.96,Month-to-month,Fiber,Cash,0,2,0
CUST102471,Male,32,0,72,138,9799.11,Month-to-month,Fiber,Credit Card,1,5,0
CUST102472,Male,19,0,2,184,367.79,Month-to-month,DSL,UPI,6,3,1
CUST102473,Male,58,0,29,38,1094.22,One year,Fiber,Credit Card,2,1,0
CUST102474,Male,24,0,20,193,3943.35,Month-to-month,Fiber,Credit Card,1,2,1
CUST102475,Male,49,0,27,113,3062.37,One year,Fiber,UPI,3,5,0
CUST102476,Male,21,0,61,45,2824.49,Month-to-month,DSL,Bank Transfer,2,2,0
CUST102477,Male,37,0,32,65,2040.66,Month-to-month,Fiber,Credit Card,3,5,0
CUST102478,Female,67,1,34,137,4620.29,Two year,DSL,Bank Transfer,4,5,0
CUST102479,Female,70,1,51,65,3398.92,Two year,Fiber,Bank Transfer,1,2,0
CUST102480,Female,53,0,33,33,1077.14,One year,DSL,Bank Transfer,2,5,0
CUST102481,Female,49,0,40,104,4119.6,Month-to-month,Fiber,Credit Card,1,1,0
CUST102482,Female,45,0,50,82,4101.07,Two year,DSL,UPI,1,5,0
CUST102483,Female,30,0,46,91,4195.53,Month-to-month,Fiber,UPI,1,3,0
CUST102484,Female,18,0,57,22,1315.7,One year,Fiber,Bank Transfer,3,3,0
CUST102485,Female,73,1,56,47,2591.86,Month-to-month,Fiber,Bank Transfer,5,5,0
CUST102486,Male,52,0,22,144,3205.05,One year,Fiber,UPI,2,1,0
CUST102487,Female,65,1,47,176,8359.61,One year,Fiber,Cash,3,4,0
CUST102488,Female,47,0,21,106,2281.88,Two year,Fiber,Cash,1,4,0
CUST102489,Female,71,1,16,165,2730.41,One year,Fiber,Bank Transfer,2,1,0
CUST102490,Female,53,0,68,182,12376.6,Two year,Fiber,UPI,2,3,0
CUST102491,Male,74,1,10,96,990.21,Month-to-month,DSL,Cash,4,5,0
CUST102492,Male,72,1,14,95,1291.31,One year,Fiber,UPI,5,2,0
CUST102493,Female,42,0,34,194,6719.12,Month-to-month,Fiber,Credit Card,2,5,1
CUST102494,Female,33,0,32,133,4300.86,Month-to-month,Fiber,Bank Transfer,4,5,0
CUST102495,Male,75,1,15,152,2291.5,One year,Fiber,Cash,2,4,0
CUST102496,Male,36,0,33,94,3099.27,Two year,Fiber,Bank Transfer,0,5,0
CUST102497,Male,18,0,65,78,4963.38,Month-to-month,None,Credit Card,1,4,0
CUST102498,Female,22,0,39,78,2933.48,Month-to-month,DSL,UPI,4,2,1
CUST102499,Male,68,1,27,66,1727.34,Month-to-month,DSL,Bank Transfer,2,5,0
CUST102500,Male,39,0,46,114,5216.92,Two year,DSL,Cash,2,1,0
CUST102501,Male,41,0,38,160,6112.44,Month-to-month,None,Credit Card,3,5,0
CUST102502,Male,60,1,69,97,6733.42,Month-to-month,DSL,Cash,5,1,0
CUST102503,Male,62,1,72,132,9503.99,Month-to-month,Fiber,UPI,1,4,0
CUST102504,Male,69,1,19,128,2448.17,Month-to-month,DSL,Cash,0,5,0
CUST102505,Female,54,0,0,125,-8.99,One year,DSL,Cash,0,4,0
CUST102506,Female,70,1,71,108,7722.81,Two year,Fiber,Cash,2,1,0
CUST102507,Male,53,0,62,52,3187.49,Month-to-month,Fiber,Credit Card,1,4,0
CUST102508,Male,53,0,66,116,7640.29,Month-to-month,DSL,Cash,4,3,0
CUST102509,Male,21,0,3,98,303.56,Two year,Fiber,Cash,1,1,0
CUST102510,Female,53,0,57,35,1956.39,Two year,DSL,Credit Card,0,4,0
CUST102511,Female,69,1,24,63,1437.43,Month-to-month,Fiber,Credit Card,2,5,0
CUST102512,Female,70,1,46,139,6411.85,Month-to-month,DSL,Credit Card,2,4,0
CUST102513,Female,35,0,37,153,5773.64,Two year,Fiber,UPI,0,2,0
CUST102514,Male,67,1,14,127,1783.63,One year,DSL,Credit Card,5,1,0
CUST102515,Female,33,0,62,162,10081.37,Two year,Fiber,UPI,5,4,1
CUST102516,Male,58,0,20,23,443.07,Month-to-month,DSL,Credit Card,1,3,0
CUST102517,Male,35,0,56,75,4219.93,One year,Fiber,Credit Card,3,2,1
CUST102518,Male,39,0,52,83,4245.27,One year,DSL,Bank Transfer,3,1,0
CUST102519,Male,19,0,45,181,8091.03,Two year,Fiber,Bank Transfer,2,2,1
CUST102520,Male,38,0,13,114,1512.51,Two year,Fiber,Bank Transfer,3,5,0
CUST102521,Male,53,0,16,75,1188.14,Month-to-month,None,Bank Transfer,1,3,1
CUST102522,Male,61,1,38,51,1854.75,One year,None,Credit Card,1,5,1
CUST102523,Male,56,0,8,135,1059.04,Month-to-month,Fiber,Credit Card,1,4,1
CUST102524,Female,64,1,5,28,186.14,Two year,Fiber,UPI,4,2,0
CUST102525,Male,56,0,22,124,2696.72,One year,Fiber,Credit Card,1,5,0
CUST102526,Female,46,0,58,97,5512.59,Two year,Fiber,UPI,0,4,0
CUST102527,Male,71,1,45,180,8187.83,Month-to-month,Fiber,Cash,0,3,1
CUST102528,Male,43,0,37,106,3927.73,Month-to-month,DSL,Cash,2,5,1
CUST102529,Male,38,0,13,40,601.44,Month-to-month,DSL,Credit Card,2,2,1
CUST102530,Male,34,0,71,74,5271.62,Month-to-month,Fiber,Cash,1,5,0
CUST102531,Male,33,0,61,95,5762.51,Month-to-month,Fiber,Credit Card,1,3,0
CUST102532,Female,48,0,34,149,5083.73,Two year,Fiber,UPI,2,4,0
CUST102533,Male,68,1,18,160,2895.87,Month-to-month,DSL,Bank Transfer,1,5,0
CUST102534,Female,26,0,29,145,4296.71,One year,Fiber,Cash,1,5,0
CUST102535,Male,48,0,24,151,3688.26,Two year,None,Credit Card,1,1,0
CUST102536,Female,31,0,39,103,4051.28,Two year,DSL,Bank Transfer,2,4,0
CUST102537,Female,66,1,13,197,2580.18,Month-to-month,Fiber,UPI,1,1,1
